Country/Territory,Cause,Total_Cases
Grenada,Alcohol Use Disorders,84
Grenada,Protein-Energy Malnutrition,87
Grenada,Chronic Kidney Disease,1025
Grenada,Digestive Diseases,950
Grenada,Maternal Disorders,30
Grenada,Alzheimer's Disease and Other Dementias,478
Grenada,Environmental Heat and Cold Exposure,0
Grenada,Acute Hepatitis,6
Grenada,Poisonings,17
Grenada,Tuberculosis,31
Grenada,Self-harm,149
Grenada,Lower Respiratory Infections,1491
Grenada,Neonatal Disorders,475
Grenada,Diabetes Mellitus,1856
Grenada,Exposure to Forces of Nature,19
Grenada,Parkinson's Disease,118
Grenada,HIV/AIDS,206
Grenada,Road Injuries,327
Grenada,"Fire, Heat, and Hot Substances",68
Grenada,Cirrhosis and Other Chronic Liver Diseases,466
Grenada,Drowning,212
Grenada,Meningitis,39
Grenada,Conflict and Terrorism,3
Guam,Poisonings,0
Guam,Diabetes Mellitus,979
Guam,Self-harm,796
Guam,Alcohol Use Disorders,44
Guam,"Fire, Heat, and Hot Substances",30
Guam,Tuberculosis,113
Guam,Environmental Heat and Cold Exposure,0
Guam,Cardiovascular Diseases,9418
Guam,Malaria,0
Guam,Neonatal Disorders,604
Guam,Interpersonal Violence,176
Guam,HIV/AIDS,154
Guam,Maternal Disorders,30
Guam,Drug Use Disorders,29
Guam,Meningitis,46
Guam,Parkinson's Disease,192
Guam,Alzheimer's Disease and Other Dementias,587
Guam,Conflict and Terrorism,15
Guam,Lower Respiratory Infections,763
Guam,Road Injuries,590
Guam,Acute Hepatitis,0
Guam,Nutritional Deficiencies,73
Guam,Neoplasms,4101
Guam,Protein-Energy Malnutrition,73
Guam,Exposure to Forces of Nature,3
Guam,Drowning,189
Guam,Digestive Diseases,1023
Guam,Diarrheal Diseases,115
Guam,Chronic Kidney Disease,936
Guam,Cirrhosis and Other Chronic Liver Diseases,789
Guam,Chronic Respiratory Diseases,1194
Guatemala,Diarrheal Diseases,153754
Guatemala,Malaria,442
Guatemala,Nutritional Deficiencies,97605
Guatemala,Neoplasms,248339
Guatemala,Cirrhosis and Other Chronic Liver Diseases,111181
Guatemala,Chronic Respiratory Diseases,51045
Guatemala,Tuberculosis,24579
Guatemala,Drug Use Disorders,3010
Guatemala,Interpersonal Violence,161965
Guatemala,Protein-Energy Malnutrition,91285
Guatemala,Drowning,11727
Guatemala,Meningitis,8966
Guatemala,Exposure to Forces of Nature,1863
Guatemala,Neonatal Disorders,159183
Guatemala,Parkinson's Disease,6874
Guatemala,"Fire, Heat, and Hot Substances",5502
Guatemala,Cardiovascular Diseases,304449
Guatemala,Environmental Heat and Cold Exposure,708
Guatemala,Alcohol Use Disorders,46997
Guatemala,HIV/AIDS,17114
Guatemala,Lower Respiratory Infections,316820
Guatemala,Conflict and Terrorism,2658
Guatemala,Self-harm,25845
Guatemala,Alzheimer's Disease and Other Dementias,28261
Guatemala,Road Injuries,50375
Guatemala,Diabetes Mellitus,104308
Guatemala,Digestive Diseases,185491
Guatemala,Chronic Kidney Disease,89654
Guatemala,Poisonings,5073
Guatemala,Acute Hepatitis,341
Guatemala,Maternal Disorders,22395
Guinea,"Fire, Heat, and Hot Substances",10740
Guinea,Nutritional Deficiencies,85381
Guinea,Diabetes Mellitus,47968
Guinea,Maternal Disorders,61024
Guinea,Tuberculosis,142635
Guinea,Cardiovascular Diseases,363385
Guinea,Exposure to Forces of Nature,39
Guinea,Conflict and Terrorism,1879
Guinea,Chronic Respiratory Diseases,76316
Guinea,Neoplasms,202921
Guinea,Digestive Diseases,108468
Guinea,Acute Hepatitis,11236
Guinea,Cirrhosis and Other Chronic Liver Diseases,65990
Guinea,Lower Respiratory Infections,465928
Guinea,Diarrheal Diseases,289563
Guinea,Road Injuries,56337
Guinea,Self-harm,17788
Guinea,Alcohol Use Disorders,1918
Guinea,Protein-Energy Malnutrition,83345
Guinea,Environmental Heat and Cold Exposure,2488
Guinea,Drowning,16168
Guinea,Parkinson's Disease,6613
Guinea,Poisonings,7638
Guinea,Interpersonal Violence,20002
Guinea,Neonatal Disorders,359684
Guinea,Malaria,362660
Guinea,Chronic Kidney Disease,48969
Guinea,HIV/AIDS,98415
Guinea,Meningitis,101125
Guinea,Drug Use Disorders,312
Guinea,Alzheimer's Disease and Other Dementias,22010
Guinea-Bissau,Environmental Heat and Cold Exposure,438
Guinea-Bissau,Self-harm,3789
Guinea-Bissau,Poisonings,1137
Guinea-Bissau,Nutritional Deficiencies,8301
Guinea-Bissau,Drowning,2461
Guinea-Bissau,Neoplasms,21933
Guinea-Bissau,Cardiovascular Diseases,52785
Guinea-Bissau,Chronic Respiratory Diseases,10373
Guinea-Bissau,Digestive Diseases,18655
Guinea-Bissau,Exposure to Forces of Nature,8
Guinea-Bissau,Acute Hepatitis,1749
Guinea-Bissau,Cirrhosis and Other Chronic Liver Diseases,10860
Guinea-Bissau,Lower Respiratory Infections,43246
Guinea-Bissau,Road Injuries,13652
Guinea-Bissau,Alcohol Use Disorders,346
Guinea-Bissau,Conflict and Terrorism,951
Guinea-Bissau,Protein-Energy Malnutrition,7976
Guinea-Bissau,Diarrheal Diseases,56776
Guinea-Bissau,Maternal Disorders,5811
Guinea-Bissau,Interpersonal Violence,4143
Guinea-Bissau,Parkinson's Disease,611
Guinea-Bissau,Malaria,26594
Guinea-Bissau,Alzheimer's Disease and Other Dementias,1710
Guinea-Bissau,Meningitis,13956
Guinea-Bissau,Drug Use Disorders,73
Guinea-Bissau,Chronic Kidney Disease,7372
Guinea-Bissau,HIV/AIDS,29623
Guinea-Bissau,"Fire, Heat, and Hot Substances",1525
Guinea-Bissau,Tuberculosis,25866
Guinea-Bissau,Diabetes Mellitus,7327
Guinea-Bissau,Neonatal Disorders,56058
Guyana,Interpersonal Violence,4718
Guyana,HIV/AIDS,6691
Guyana,Environmental Heat and Cold Exposure,114
Guyana,Road Injuries,4437
Guyana,Digestive Diseases,10282
Guyana,Alzheimer's Disease and Other Dementias,1730
Guyana,Chronic Respiratory Diseases,2990
Guyana,Exposure to Forces of Nature,34
Guyana,Acute Hepatitis,111
Guyana,Lower Respiratory Infections,7884
Guyana,Cirrhosis and Other Chronic Liver Diseases,6511
Guyana,Alcohol Use Disorders,643
Guyana,Conflict and Terrorism,63
Guyana,Diarrheal Diseases,3448
Guyana,Neonatal Disorders,10512
Guyana,Parkinson's Disease,570
Guyana,Malaria,3420
Guyana,Neoplasms,18376
Guyana,Chronic Kidney Disease,5593
Guyana,Drug Use Disorders,36
Guyana,"Fire, Heat, and Hot Substances",614
Guyana,Diabetes Mellitus,13640
Guyana,Cardiovascular Diseases,63771
Guyana,Maternal Disorders,834
Guyana,Drowning,1925
Guyana,Protein-Energy Malnutrition,2036
Guyana,Poisonings,108
Guyana,Self-harm,7177
Guyana,Nutritional Deficiencies,2316
Guyana,Meningitis,353
Guyana,Tuberculosis,2556
Haiti,"Fire, Heat, and Hot Substances",16152
Haiti,Chronic Kidney Disease,48881
Haiti,Cirrhosis and Other Chronic Liver Diseases,50341
Haiti,Alzheimer's Disease and Other Dementias,14787
Haiti,Drug Use Disorders,716
Haiti,Meningitis,40890
Haiti,Diabetes Mellitus,97074
Haiti,Digestive Diseases,107579
Haiti,Drowning,42062
Haiti,Chronic Respiratory Diseases,84435
Haiti,Tuberculosis,45749
Haiti,Protein-Energy Malnutrition,41149
Haiti,HIV/AIDS,300695
Haiti,Exposure to Forces of Nature,231490
Haiti,Neonatal Disorders,156871
Haiti,Conflict and Terrorism,1029
Haiti,Diarrheal Diseases,196771
Haiti,Acute Hepatitis,3023
Haiti,Environmental Heat and Cold Exposure,4454
Haiti,Maternal Disorders,44582
Haiti,Poisonings,5693
Haiti,Malaria,28833
Haiti,Cardiovascular Diseases,601707
Haiti,Self-harm,22867
Haiti,Nutritional Deficiencies,42414
Haiti,Parkinson's Disease,5793
Haiti,Road Injuries,33503
Haiti,Neoplasms,227925
Haiti,Interpersonal Violence,77719
Haiti,Alcohol Use Disorders,8097
Haiti,Lower Respiratory Infections,208656
Honduras,Parkinson's Disease,6484
Honduras,Tuberculosis,15393
Honduras,"Fire, Heat, and Hot Substances",1834
Honduras,Interpersonal Violence,100835
Honduras,Drowning,6784
Honduras,Chronic Kidney Disease,50046
Honduras,Environmental Heat and Cold Exposure,127
Honduras,Poisonings,1627
Honduras,Self-harm,5826
Honduras,Road Injuries,29024
Honduras,Diabetes Mellitus,18770
Honduras,Protein-Energy Malnutrition,7123
Honduras,Cirrhosis and Other Chronic Liver Diseases,57558
Honduras,Neonatal Disorders,70799
Honduras,Neoplasms,135345
Honduras,Nutritional Deficiencies,7735
Honduras,Alzheimer's Disease and Other Dementias,19534
Honduras,Cardiovascular Diseases,270940
Honduras,Malaria,205
Honduras,Maternal Disorders,10356
Honduras,Alcohol Use Disorders,7617
Honduras,Diarrheal Diseases,58414
Honduras,Meningitis,4455
Honduras,HIV/AIDS,3735
Honduras,Chronic Respiratory Diseases,68649
Honduras,Drug Use Disorders,1721
Honduras,Digestive Diseases,120555
Honduras,Acute Hepatitis,822
Honduras,Lower Respiratory Infections,35096
Honduras,Conflict and Terrorism,161
Honduras,Exposure to Forces of Nature,15648
Hungary,Neonatal Disorders,13123
Hungary,Diarrheal Diseases,3589
Hungary,Environmental Heat and Cold Exposure,7387
Hungary,Nutritional Deficiencies,797
Hungary,Lower Respiratory Infections,34060
Hungary,Chronic Kidney Disease,35355
Hungary,Protein-Energy Malnutrition,316
Hungary,Maternal Disorders,363
Hungary,Alcohol Use Disorders,22920
Hungary,Neoplasms,1036094
Hungary,Interpersonal Violence,7584
Hungary,HIV/AIDS,3572
Hungary,Digestive Diseases,254541
Hungary,Meningitis,2864
Hungary,Drowning,6453
Hungary,Cardiovascular Diseases,1938728
Hungary,Drug Use Disorders,1339
Hungary,Alzheimer's Disease and Other Dementias,102429
Hungary,Malaria,0
Hungary,Poisonings,2333
Hungary,Self-harm,86210
Hungary,Exposure to Forces of Nature,69
Hungary,Conflict and Terrorism,10
Hungary,Cirrhosis and Other Chronic Liver Diseases,165435
Hungary,Diabetes Mellitus,66143
Hungary,Acute Hepatitis,125
Hungary,Chronic Respiratory Diseases,155490
Hungary,"Fire, Heat, and Hot Substances",6239
Hungary,Parkinson's Disease,22142
Hungary,Road Injuries,42672
Hungary,Tuberculosis,6947
Iceland,Drowning,92
Iceland,Alcohol Use Disorders,196
Iceland,HIV/AIDS,48
Iceland,Tuberculosis,69
Iceland,Maternal Disorders,0
Iceland,Drug Use Disorders,265
Iceland,Exposure to Forces of Nature,76
Iceland,Acute Hepatitis,0
Iceland,Chronic Respiratory Diseases,2642
Iceland,Diarrheal Diseases,81
Iceland,Meningitis,55
Iceland,Lower Respiratory Infections,2768
Iceland,Malaria,0
Iceland,Road Injuries,536
Iceland,"Fire, Heat, and Hot Substances",60
Iceland,Cirrhosis and Other Chronic Liver Diseases,436
Iceland,Self-harm,1107
Iceland,Alzheimer's Disease and Other Dementias,2925
Iceland,Poisonings,30
Iceland,Digestive Diseases,1622
Iceland,Diabetes Mellitus,607
Iceland,Interpersonal Violence,79
Iceland,Nutritional Deficiencies,38
Iceland,Neoplasms,16360
Iceland,Protein-Energy Malnutrition,33
Iceland,Parkinson's Disease,784
Iceland,Chronic Kidney Disease,645
Iceland,Conflict and Terrorism,0
Iceland,Cardiovascular Diseases,21405
Iceland,Environmental Heat and Cold Exposure,30
Iceland,Neonatal Disorders,210
India,Drowning,2110438
India,Conflict and Terrorism,74430
India,Acute Hepatitis,1672179
India,Meningitis,2008944
India,Tuberculosis,15820922
India,Chronic Kidney Disease,4556172
India,Environmental Heat and Cold Exposure,334967
India,Poisonings,170119
India,Self-harm,5543395
India,Parkinson's Disease,756832
India,Road Injuries,5346154
India,Lower Respiratory Infections,16419404
India,Diabetes Mellitus,4781169
India,Drug Use Disorders,168928
India,Malaria,2439244
India,HIV/AIDS,2454374
India,Cirrhosis and Other Chronic Liver Diseases,6294910
India,"Fire, Heat, and Hot Substances",730580
India,Alzheimer's Disease and Other Dementias,1707561
India,Interpersonal Violence,1237163
India,Nutritional Deficiencies,3290569
India,Neoplasms,17762703
India,Cardiovascular Diseases,52994710
India,Maternal Disorders,2292449
India,Alcohol Use Disorders,527112
India,Diarrheal Diseases,26243547
India,Exposure to Forces of Nature,114044
India,Protein-Energy Malnutrition,2356222
India,Chronic Respiratory Diseases,25232974
India,Neonatal Disorders,20911570
India,Digestive Diseases,11804380
Indonesia,Nutritional Deficiencies,604467
Indonesia,Lower Respiratory Infections,1820769
Indonesia,Interpersonal Violence,81342
Indonesia,Alzheimer's Disease and Other Dementias,487566
Indonesia,"Fire, Heat, and Hot Substances",51790
Indonesia,Exposure to Forces of Nature,191693
Indonesia,Parkinson's Disease,145752
Indonesia,Road Injuries,1325509
Indonesia,Cirrhosis and Other Chronic Liver Diseases,2249388
Indonesia,HIV/AIDS,74981
Indonesia,Digestive Diseases,3204787
Indonesia,Self-harm,223144
Indonesia,Neonatal Disorders,2238128
Indonesia,Drug Use Disorders,12980
Indonesia,Environmental Heat and Cold Exposure,3614
Indonesia,Poisonings,27837
Indonesia,Alcohol Use Disorders,16158
Indonesia,Tuberculosis,3197011
Indonesia,Diarrheal Diseases,2590656
Indonesia,Acute Hepatitis,231909
Indonesia,Protein-Energy Malnutrition,560546
Indonesia,Maternal Disorders,376966
Indonesia,Meningitis,337724
Indonesia,Chronic Respiratory Diseases,2559457
Indonesia,Drowning,237902
Indonesia,Diabetes Mellitus,1888549
Indonesia,Chronic Kidney Disease,964478
Indonesia,Conflict and Terrorism,7489
Indonesia,Cardiovascular Diseases,13587011
Indonesia,Neoplasms,4672674
Indonesia,Malaria,74664
Iran,Parkinson's Disease,48549
Iran,Digestive Diseases,252304
Iran,Cardiovascular Diseases,3867575
Iran,Cirrhosis and Other Chronic Liver Diseases,153354
Iran,Chronic Respiratory Diseases,359283
Iran,Alcohol Use Disorders,6288
Iran,Maternal Disorders,13881
Iran,Environmental Heat and Cold Exposure,1804
Iran,Malaria,13013
Iran,Drug Use Disorders,76171
Iran,Neoplasms,1242461
Iran,Interpersonal Violence,60299
Iran,Poisonings,36491
Iran,Alzheimer's Disease and Other Dementias,212745
Iran,Diabetes Mellitus,213971
Iran,Conflict and Terrorism,9208
Iran,"Fire, Heat, and Hot Substances",85948
Iran,HIV/AIDS,12695
Iran,Acute Hepatitis,17350
Iran,Exposure to Forces of Nature,75410
Iran,Drowning,57888
Iran,Nutritional Deficiencies,13985
Iran,Chronic Kidney Disease,246305
Iran,Self-harm,133625
Iran,Diarrheal Diseases,51705
Iran,Meningitis,30820
Iran,Protein-Energy Malnutrition,12817
Iran,Road Injuries,840360
Iran,Lower Respiratory Infections,319755
Iran,Tuberculosis,29658
Iran,Neonatal Disorders,782644
Iraq,Road Injuries,160444
Iraq,Drug Use Disorders,11566
Iraq,Maternal Disorders,18547
Iraq,Meningitis,29604
Iraq,Poisonings,4017
Iraq,Acute Hepatitis,5952
Iraq,Tuberculosis,42775
Iraq,Diabetes Mellitus,173840
Iraq,Digestive Diseases,88429
Iraq,Chronic Respiratory Diseases,81596
Iraq,Conflict and Terrorism,336980
Iraq,Drowning,33077
Iraq,Environmental Heat and Cold Exposure,1041
Iraq,Malaria,86
Iraq,Cirrhosis and Other Chronic Liver Diseases,62335
Iraq,Diarrheal Diseases,70537
Iraq,HIV/AIDS,1451
Iraq,Exposure to Forces of Nature,169
Iraq,"Fire, Heat, and Hot Substances",31626
Iraq,Neonatal Disorders,454485
Iraq,Alzheimer's Disease and Other Dementias,63014
Iraq,Protein-Energy Malnutrition,9766
Iraq,Interpersonal Violence,90383
Iraq,Lower Respiratory Infections,175662
Iraq,Neoplasms,421656
Iraq,Cardiovascular Diseases,1655522
Iraq,Parkinson's Disease,14484
Iraq,Alcohol Use Disorders,1178
Iraq,Chronic Kidney Disease,154225
Iraq,Self-harm,43690
Iraq,Nutritional Deficiencies,10598
Ireland,Chronic Kidney Disease,15477
Ireland,Neonatal Disorders,3418
Ireland,Diarrheal Diseases,785
Ireland,Exposure to Forces of Nature,20
Ireland,Acute Hepatitis,35
Ireland,HIV/AIDS,510
Ireland,"Fire, Heat, and Hot Substances",1422
Ireland,Alzheimer's Disease and Other Dementias,32298
Ireland,Poisonings,405
Ireland,Maternal Disorders,81
Ireland,Alcohol Use Disorders,2545
Ireland,Meningitis,622
Ireland,Parkinson's Disease,8110
Ireland,Self-harm,14753
Ireland,Chronic Respiratory Diseases,67264
Ireland,Digestive Diseases,30682
Ireland,Drug Use Disorders,3978
Ireland,Environmental Heat and Cold Exposure,320
Ireland,Protein-Energy Malnutrition,187
Ireland,Nutritional Deficiencies,396
Ireland,Drowning,1768
Ireland,Conflict and Terrorism,16
Ireland,Diabetes Mellitus,13527
Ireland,Tuberculosis,1300
Ireland,Interpersonal Violence,1132
Ireland,Malaria,0
Ireland,Road Injuries,9708
Ireland,Cardiovascular Diseases,334089
Ireland,Lower Respiratory Infections,54142
Ireland,Cirrhosis and Other Chronic Liver Diseases,9614
Ireland,Neoplasms,252493
Israel,Lower Respiratory Infections,32778
Israel,Chronic Respiratory Diseases,47848
Israel,Digestive Diseases,46616
Israel,Poisonings,243
Israel,Self-harm,15596
Israel,Interpersonal Violence,5255
Israel,Diabetes Mellitus,63661
Israel,Cirrhosis and Other Chronic Liver Diseases,18669
Israel,Protein-Energy Malnutrition,743
Israel,Neoplasms,331189
Israel,Environmental Heat and Cold Exposure,419
Israel,Drug Use Disorders,1640
Israel,Acute Hepatitis,177
Israel,Chronic Kidney Disease,54179
Israel,Diarrheal Diseases,5931
Israel,Conflict and Terrorism,8833
Israel,Alzheimer's Disease and Other Dementias,48452
Israel,Maternal Disorders,262
Israel,Neonatal Disorders,10404
Israel,Nutritional Deficiencies,990
Israel,Malaria,0
Israel,Road Injuries,19927
Israel,HIV/AIDS,1186
Israel,Cardiovascular Diseases,353386
Israel,Drowning,1526
Israel,Alcohol Use Disorders,1862
Israel,Parkinson's Disease,12292
Israel,"Fire, Heat, and Hot Substances",1348
Israel,Tuberculosis,1423
Israel,Meningitis,1045
Israel,Exposure to Forces of Nature,49
Italy,Drowning,13429
Italy,Cardiovascular Diseases,6614384
Italy,Diabetes Mellitus,568245
Italy,Neoplasms,5173525
Italy,Meningitis,6584
Italy,Maternal Disorders,851
Italy,Exposure to Forces of Nature,1801
Italy,Digestive Diseases,827170
Italy,Road Injuries,234288
Italy,Nutritional Deficiencies,13147
Italy,Poisonings,4406
Italy,Neonatal Disorders,39400
Italy,Interpersonal Violence,23540
Italy,Lower Respiratory Infections,291040
Italy,HIV/AIDS,47691
Italy,Conflict and Terrorism,70
Italy,Alzheimer's Disease and Other Dementias,929827
Italy,Cirrhosis and Other Chronic Liver Diseases,432732
Italy,Protein-Energy Malnutrition,8727
Italy,Acute Hepatitis,2162
Italy,Tuberculosis,17572
Italy,Self-harm,141185
Italy,Diarrheal Diseases,13056
Italy,Environmental Heat and Cold Exposure,5468
Italy,Parkinson's Disease,179066
Italy,Malaria,0
Italy,Chronic Respiratory Diseases,797579
Italy,Drug Use Disorders,22032
Italy,"Fire, Heat, and Hot Substances",13888
Italy,Chronic Kidney Disease,346993
Italy,Alcohol Use Disorders,9444
Jamaica,Chronic Respiratory Diseases,16370
Jamaica,HIV/AIDS,13671
Jamaica,Cardiovascular Diseases,151968
Jamaica,Alcohol Use Disorders,233
Jamaica,Nutritional Deficiencies,2871
Jamaica,Drug Use Disorders,133
Jamaica,Protein-Energy Malnutrition,2658
Jamaica,Neonatal Disorders,18714
Jamaica,Neoplasms,96446
Jamaica,Diarrheal Diseases,2130
Jamaica,Maternal Disorders,919
Jamaica,Diabetes Mellitus,53947
Jamaica,Poisonings,111
Jamaica,Road Injuries,4761
Jamaica,Exposure to Forces of Nature,101
Jamaica,"Fire, Heat, and Hot Substances",625
Jamaica,Drowning,472
Jamaica,Parkinson's Disease,3421
Jamaica,Tuberculosis,462
Jamaica,Meningitis,1063
Jamaica,Digestive Diseases,13363
Jamaica,Self-harm,1910
Jamaica,Cirrhosis and Other Chronic Liver Diseases,4894
Jamaica,Acute Hepatitis,56
Jamaica,Environmental Heat and Cold Exposure,38
Jamaica,Chronic Kidney Disease,20966
Jamaica,Alzheimer's Disease and Other Dementias,17776
Jamaica,Conflict and Terrorism,86
Jamaica,Interpersonal Violence,13745
Jamaica,Lower Respiratory Infections,13598
Jamaica,Malaria,0
Japan,Conflict and Terrorism,78
Japan,Interpersonal Violence,28447
Japan,Maternal Disorders,2698
